name,namefr,type1,type1fr,type2/none,type2fr/none,generation,index,description,descriptionfr,image(link),hasMegaEvolution,weight(in kg),legendary,fabulous,size(in meter),biomes(where we can found it),evolution-stade,color,isMaxEvolution,hasBeenInAshTeam,hasGenderDifference,isFormSwitchable,baseHappiness,captureRate
happiny,Ptiravi,normal,Normal,none,none,4,440,It loves round white things. It carries an egg-shaped rock in imitation of CHANSEY.,Ce Pokémon ne se sépare jamais de son petit caillou et a tendance à traîner dans les pieds des gens.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,False,24.4,False,False,0.6,N/A,1,pink,False,False,False,False,140,130
chatot,Pijako,normal,Normal,flying,Vol,4,441,"It can learn and speak human words. If they gather, they all learn the same saying.",Sa langue comparable à celle de l’homme lui permet d’imiter habilement le langage humain.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,False,1.9,False,False,0.5,N/A,1,black,True,False,False,False,35,30
spiritomb,Spiritomb,ghost,Spectre,dark,Ténèbres,4,442,A Pokémon that was formed by 108 spirits. It is bound to a fissure in an odd keystone.,Son mauvais comportement lui a valu d’être enchaîné à une Clé de Voûte par un mystérieux sortilège.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,False,108.0,False,False,1.0,N/A,1,purple,True,False,False,False,70,100
gible,Griknot,dragon,Dragon,ground,Sol,4,443,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.","Malgré sa maladresse, son énorme gueule lui permet de lancer des attaques puissantes.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,False,20.5,False,False,0.7,N/A,1,blue,False,False,True,False,70,45
gabite,Carmache,dragon,Dragon,ground,Sol,4,444,There is a long-held belief that medicine made from its scales will heal even incurable illnesses.,"Toujours à la recherche d’objets brillants, il arpente les grottes pour constituer son butin.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,False,56.0,False,False,1.4,N/A,2,blue,False,False,True,False,70,45
garchomp,Carchacrok,dragon,Dragon,ground,Sol,4,445,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed.","On dit que lancé à pleine vitesse, il crée des lames de vent avec ses ailes pouvant trancher un arbre.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,True,95.0,False,False,1.9,N/A,3,blue,True,False,True,True,70,45
munchlax,Goinfrex,normal,Normal,none,none,4,446,"It wolfs down its weight in food once a day, swallowing food whole with almost no chewing.","Obnubilé par sa quête incessante de nourriture, il oublie parfois qu’il en a caché dans sa fourrure.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,False,105.0,False,False,0.6,N/A,1,black,False,False,False,False,70,50
riolu,Riolu,fighting,Combat,none,none,4,447,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,Il a la faculté unique de visualiser les émotions telles que la joie ou la colère sous forme d’ondes.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,False,20.2,False,False,0.7,N/A,1,blue,False,False,False,False,70,75
lucario,Lucario,fighting,Combat,steel,Acier,4,448,It has the ability to sense the auras of all things. It understands human speech.,Un spécimen bien entraîné peut sentir et identifier les émotions de quelqu’un à plus d’un kilomètre.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,True,54.0,False,False,1.2,N/A,2,blue,True,False,False,True,70,45
hippopotas,Hippopotas,ground,Sol,none,none,4,449,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body.",Il peut obturer ses narines et traverser le sable comme un ver. Il vit en colonies de 10 individus.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,False,49.5,False,False,0.8,N/A,1,brown,False,False,True,False,70,140
hippowdon,Hippodocus,ground,Sol,none,none,4,450,It blasts internally stored sand from ports on its body to create a towering twister for attack.,"Facilement irritable, il ouvre ses mâchoires au maximum pour intimider ses adversaires.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,False,300.0,False,False,2.0,N/A,2,brown,True,False,True,False,70,60
skorupi,Rapion,poison,Poison,bug,Insecte,4,451,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.,Il saisit sa proie avec les pinces de sa queue et lui injecte un poison. Il peut survivre un an sans manger.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,False,12.0,False,False,0.8,N/A,1,purple,False,False,False,False,70,120
drapion,Drascore,poison,Poison,dark,Ténèbres,4,452,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,"Fier et robuste, il met un point d’honneur à battre ses adversaires sans utiliser de poison.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,False,61.5,False,False,1.3,N/A,2,purple,True,False,False,False,70,45
croagunk,Cradopaud,poison,Poison,fighting,Combat,4,453,Its cheeks hold poison sacs. It tries to catch foes off guard to jab them with toxic fingers.,Son instinct de survie le pousse à ne pas se battre dans les règles. C’est une mascotte populaire.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,False,23.0,False,False,0.7,N/A,1,blue,False,False,True,False,100,140
toxicroak,Coatox,poison,Poison,fighting,Combat,4,454,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,"Quand il coasse, le poison stocké sous sa gorge est secoué, le rendant ainsi plus efficace.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,False,44.4,False,False,1.3,N/A,2,blue,True,False,True,False,70,75
carnivine,Vortente,grass,Plante,none,none,4,455,"It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey.",Il s’accroche aux arbres des marais et attire ses proies avec sa salive à l’odeur enivrante.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,False,27.0,False,False,1.4,N/A,1,green,True,False,False,False,70,200
finneon,Écayon,water,Eau,none,none,4,456,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",La ligne qui fait le tour de son corps stocke l’énergie solaire et brille dans la nuit.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,False,7.0,False,False,0.4,N/A,1,blue,False,False,True,False,70,190
lumineon,Luminéon,water,Eau,none,none,4,457,It lives on the deep-sea floor. It attracts prey by flashing the patterns on its four tail fins.,Il vit au plus profond de l’océan. Il attire sa proie en illuminant les motifs de ses quatre nageoires.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,False,24.0,False,False,1.2,N/A,2,blue,True,False,True,False,70,75
mantyke,Babimanta,water,Eau,flying,Vol,4,458,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.,On organise des excursions pour le voir surfer sur les vagues au côté des Rémoraid.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,False,65.0,False,False,1.0,N/A,1,blue,False,False,False,False,70,25
snover,Blizzi,grass,Plante,ice,Glace,4,459,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive.","Curieux de rencontrer des gens, ils se rassemblent autour des traces de pas trouvées dans la montagne.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,False,50.5,False,False,1.0,N/A,1,white,False,False,True,False,70,120
abomasnow,Blizzaroi,grass,Plante,ice,Glace,4,460,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.,Il apparaît quand les fleurs des terres enneigées fleurissent et se retire quand elles se fanent.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,True,135.5,False,False,2.2,N/A,2,white,True,False,True,True,70,60
weavile,Dimoret,dark,Ténèbres,ice,Glace,4,461,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination.",L’évolution l’a rendu encore plus retors. Il communique en griffant des signes dans les pierres.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,False,34.0,False,False,1.1,N/A,2,black,True,False,True,False,35,45
magnezone,Magnézone,electric,Électrik,steel,Acier,4,462,It evolved from exposure to a special magnetic field. Three units generate magnetism.,"Des scientifiques ont essayé de faire évoluer un Magnézone en laboratoire, mais ce fut un échec.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,False,180.0,False,False,1.2,N/A,3,gray,True,False,False,False,70,30
lickilicky,Coudlangue,normal,Normal,none,none,4,463,It wraps things with its extensible tongue. Getting too close to it will leave you soaked with drool.,Sa longue langue est couverte en permanence d’une épaisse couche de bave anesthésiante.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,False,140.0,False,False,1.7,N/A,2,pink,True,False,False,False,70,30
rhyperior,Rhinastoc,ground,Sol,rock,Roche,4,464,It puts rocks in holes in its palms and uses its muscles to shoot them. GEODUDE are shot at rare times.,Il peut lancer des pierres à une vitesse saisissante en bandant et relâchant ses muscles en un éclair.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,False,282.8,False,False,2.4,N/A,3,gray,True,False,True,False,70,30
tangrowth,Bouldeneu,grass,Plante,none,none,4,465,It ensnares prey by extending arms made of vines. Losing arms to predators does not trouble it.,Ses bras sont en fait des plantes qui s’attachent à tout ce qu’elles touchent et peuvent repousser.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,False,128.6,False,False,2.0,N/A,2,blue,True,False,True,False,70,30
electivire,Élekable,electric,Électrik,none,none,4,466,"As its electric charge amplifies, blue sparks begin to crackle between its horns.","Encaissant les attaques, il vient toucher l’ennemi de ses queues et lui inflige une forte décharge.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,False,138.6,False,False,1.8,N/A,3,yellow,True,False,False,False,70,30
magmortar,Maganon,fire,Feu,none,none,4,467,"It blasts fireballs of over 3,600 degrees F from the ends of its arms. It lives in volcanic craters.","Quand il lance des boules de feu à plus de 2 000 °C, son corps est comme chauffé à blanc.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,False,68.0,False,False,1.6,N/A,3,red,True,False,False,False,70,30
togekiss,Togekiss,fairy,Fée,flying,Vol,4,468,It will never appear where there is strife. Its sightings have become rare recently.,Il apprécie particulièrement les gens qui respectent les autres et évitent les conflits inutiles.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,False,38.0,False,False,1.5,N/A,3,white,True,False,False,False,70,30
yanmega,Yanmega,bug,Insecte,flying,Vol,4,469,"By churning its wings, it creates shock waves that inflict critical internal injuries to foes.","Doté de mandibules à la force colossale, il excelle pour mordre ses ennemis en plein vol.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,False,51.5,False,False,1.9,N/A,2,green,True,False,False,False,70,30
leafeon,Phyllali,grass,Plante,none,none,4,470,"Just like a plant, it uses photosynthesis. As a result, it is always enveloped in clear air.",Il utilise la photosynthèse comme une plante et a aussi tendance à éviter le combat à tout prix.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,False,25.5,False,False,1.0,N/A,2,green,True,False,False,False,35,45
glaceon,Givrali,ice,Glace,none,none,4,471,"As a protective technique, it can completely freeze its fur to make its hairs stand like needles.",Il ajuste la température de son corps pour créer un vent de glace en gelant l’air qui l’entoure.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,False,25.9,False,False,0.8,N/A,2,blue,True,False,False,False,35,45
gliscor,Scorvol,ground,Sol,flying,Vol,4,472,"It observes prey while hanging inverted from branches. When the chance presents itself, it swoops!",Le plus petit courant d’air peut lui donner assez d’élan pour faire le tour du monde sans un coup d’aile.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,False,42.5,False,False,2.0,N/A,2,purple,True,False,False,False,70,30
mamoswine,Mammochon,ice,Glace,ground,Sol,4,473,Its impressive tusks are made of ice. The population thinned when it turned warm after the ice age.,On a libéré un spécimen de sa prison glacée au bout de 10 000 ans. Il n’en revenait pas.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,False,291.0,False,False,2.5,N/A,3,brown,True,False,True,False,70,50
porygon-z,Porygon-Z,normal,Normal,none,none,4,474,"Additional software was installed to make it a better Pokémon. It began acting oddly, however.","Il a été modifié pour être capable de travailler dans des dimensions parallèles, mais c’est un échec.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,False,34.0,False,False,0.9,N/A,3,red,True,False,False,False,70,30
gallade,Gallame,psychic,Psy,fighting,Combat,4,475,"A master of courtesy and swordsmanship, it fights using extending swords on its elbows.","Comme il peut lire les pensées de ses adversaires, il frappe toujours en premier.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,True,52.0,False,False,1.6,N/A,3,white,True,False,False,True,35,45
probopass,Tarinorme,rock,Roche,steel,Acier,4,476,It freely controls three small units called Mini-Noses using magnetic force.,Il utilise sa force magnétique pour diriger trois petites unités appelées Mini-nez.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,False,340.0,False,False,1.4,N/A,2,gray,True,False,False,False,70,60
dusknoir,Noctunoir,ghost,Spectre,none,none,4,477,The antenna on its head captures radio waves from the world of spirits that command it to take people there.,Son corps se replie sur lui-même pour emprisonner les esprits perdus et les ramener chez eux.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,False,106.6,False,False,2.2,N/A,3,black,True,False,False,False,35,45
froslass,Momartik,ice,Glace,ghost,Spectre,4,478,It freezes foes with an icy breath nearly -60 degrees F. What seems to be its body is actually hollow.,On dit que Momartik gèle ses proies grâce à son souffle à -50 °C avant de les exposer dans sa tanière.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,False,26.6,False,False,1.3,N/A,2,white,True,False,False,False,70,75
rotom,Motisma,electric,Électrik,ghost,Spectre,4,479,Its body is composed of plasma. It is known to infiltrate electronic devices and wreak havoc.,Son corps parcouru d’électricité lui permet de prendre le contrôle de certains appareils ménagers.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,False,0.3,False,False,0.3,N/A,1,red,True,False,False,True,70,45
uxie,Créhelf,psychic,Psy,none,none,4,480,Known as “The Being of Knowledge.” It is said that it can wipe out the memory of those who see its eyes.,"Quand il prit son envol, les hommes apprirent à résoudre les problèmes. Le savoir était né.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,False,0.3,True,False,0.3,N/A,1,yellow,True,False,False,False,140,3
mesprit,Créfollet,psychic,Psy,none,none,4,481,"Known as “The Being of Emotion.” It taught humans the nobility of sorrow, pain, and joy.","Quand il prit son envol, les hommes apprirent à ressentir la joie et la peine. L’émotion était née.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,False,0.3,True,False,0.3,N/A,1,pink,True,False,False,False,140,3
azelf,Créfadet,psychic,Psy,none,none,4,482,Known as “The Being of Willpower.” It sleeps at the bottom of a lake to keep the world in balance.,"Quand il prit son envol, les hommes acquirent la détermination. La volonté était née.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,False,0.3,True,False,0.3,N/A,1,blue,True,False,False,False,140,3
dialga,Dialga,steel,Acier,dragon,Dragon,4,483,It has the power to control time. It appears in Sinnoh-region myths as an ancient deity.,On dit que le temps s’écoule au rythme des battements de cœur de ce Pokémon légendaire de Sinnoh.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,False,683.0,True,False,5.4,N/A,1,white,True,False,False,False,0,3
palkia,Palkia,water,Eau,dragon,Dragon,4,484,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,On dit que la stabilité de l’espace est maintenue par le souffle de ce Pokémon légendaire de Sinnoh.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,False,336.0,True,False,4.2,N/A,1,purple,True,False,False,False,0,3
heatran,Heatran,fire,Feu,steel,Acier,4,485,It dwells in volcanic caves. It digs in with its cross-shaped feet to crawl on ceilings and walls.,Son corps est composé d’acier brut dont certaines parties ont fondu à cause de sa propre chaleur.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,False,430.0,True,False,1.7,N/A,1,brown,True,False,False,False,100,3
regigigas,Regigigas,normal,Normal,none,none,4,486,There is an enduring legend that states this Pokémon towed continents with ropes.,"On dit qu’il a créé des Pokémon à son image à partir de glace, de roche et de magma.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,False,420.0,True,False,3.7,N/A,1,white,True,False,False,False,0,3
giratina-altered,Giratina,ghost,Spectre,dragon,Dragon,4,487,A Pokémon that is said to live in a world on the reverse side of ours. It appears in an ancient cemetery.,Sa grande violence lui a valu d’être banni. Il observe les hommes en silence depuis le Monde Distorsion.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,False,750.0,True,False,4.5,N/A,1,black,False,False,False,True,0,3
cresselia,Cresselia,psychic,Psy,none,none,4,488,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,"Les nuits où le premier croissant de lune est visible, l’arc de sa queue se déploie de façon superbe.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,False,85.6,True,False,1.5,N/A,1,yellow,True,False,False,False,100,3
phione,Phione,water,Eau,none,none,4,489,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.","Ce Pokémon des mers chaudes revient toujours à son lieu de naissance, peu importe la distance.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,False,3.1,False,True,0.4,N/A,1,blue,False,False,False,False,70,30
manaphy,Manaphy,water,Eau,none,none,4,490,"Born on a cold seafloor, it will swim great distances to return to its birthplace.",Il est né avec le pouvoir incroyable de créer des liens avec n’importe quel Pokémon.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,False,1.4,False,True,0.3,N/A,2,blue,True,False,False,False,70,3
darkrai,Darkrai,dark,Ténèbres,none,none,4,491,It can lull people to sleep and make them dream. It is active during nights of the new moon.,"Menacé, ce Pokémon se protège en créant des cauchemars dans l’esprit de ses ennemis.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,False,50.5,False,True,1.5,N/A,1,black,True,False,False,False,0,3
shaymin-land,Shaymin,grass,Plante,none,none,4,492,It lives in flower patches and avoids detection by curling up to look like a flowering plant.,Les fleurs qui couvrent son corps s’ouvrent quand il est câliné avec amour et perçoit de la gratitude.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,False,2.1,False,True,0.2,N/A,1,green,False,False,False,True,100,45
arceus,Arceus,normal,Normal,none,none,4,493,"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.",On dit que son œuf a éclos dans le néant et qu’il est à l’origine de la création du monde.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,False,320.0,False,True,3.2,N/A,1,white,True,False,False,True,0,3
victini,Victini,psychic,Psy,fire,Feu,5,494,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.",Un Pokémon qui amène la victoire. On dit que les Dresseurs qui le possèdent peuvent gagner n’importe quel combat.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,False,4.0,False,True,0.4,N/A,1,yellow,True,False,False,False,100,3
snivy,Vipélierre,grass,Plante,none,none,5,495,It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.,"Un Pokémon intelligent et très calme. Lorsqu’il a reçu suffisamment de lumière du soleil, il devient plus agile.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,False,8.1,False,False,0.6,N/A,1,green,False,False,False,False,70,45
servine,Lianaja,grass,Plante,none,none,5,496,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip.",Il court comme s’il glissait sur le sol. Il déroute l’ennemi par ses mouvements et l’assomme d’un coup de liane.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,False,16.0,False,False,0.8,N/A,2,green,False,False,False,False,70,45
serperior,Majaspic,grass,Plante,none,none,5,497,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,Il peut paralyser l’ennemi d’un regard. Il amplifie l’énergie du soleil dans son corps.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,False,63.0,False,False,3.3,N/A,3,green,True,False,False,False,70,45
tepig,Gruikui,fire,Feu,none,none,5,498,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.,Il évite agilement les attaques ennemies et crache des boules de feu par le groin. Il aime griller des Baies pour les manger.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,False,9.9,False,False,0.5,N/A,1,red,False,False,False,False,70,45
pignite,Grotichon,fire,Feu,fighting,Combat,5,499,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.","Quand le feu dans son corps s’embrase, sa vitesse et son agilité augmentent. En cas d’urgence, il crache de la fumée.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,False,55.5,False,False,1.0,N/A,2,red,False,False,False,False,70,45
emboar,Roitiflam,fire,Feu,fighting,Combat,5,500,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.,Il embrase ses poings avec les flammes sur son menton et cogne l’ennemi avec. C’est un Pokémon très solidaire.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,False,150.0,False,False,1.6,N/A,3,red,True,False,False,False,70,45
oshawott,Moustillon,water,Eau,none,none,5,501,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",Il combat avec le coupillage de son ventre. Il peut parer un assaut et immédiatement contre-attaquer.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,False,5.9,False,False,0.5,N/A,1,blue,False,False,False,False,70,45
dewott,Mateloutre,water,Eau,none,none,5,502,Strict training is how it learns its flowing double-scalchop technique.,"L’apprentissage de sa technique de combat, qui utilise élégamment ses deux coupillages, est extrêmement rigoureux.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,False,24.5,False,False,0.8,N/A,2,blue,False,False,False,False,70,45
samurott,Clamiral,water,Eau,none,none,5,503,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,"Il peut terrasser ses ennemis d’un coup de la lame enchâssée dans son armure, et les faire taire d’un seul regard.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,False,94.6,False,False,1.5,N/A,3,blue,True,False,False,False,70,45
patrat,Ratentif,normal,Normal,none,none,5,504,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.",Ils stockent à manger dans leurs bajoues et font le guet indéfiniment. Ils se font des signes en remuant la queue.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,False,11.6,False,False,0.5,N/A,1,brown,False,False,False,False,70,255
watchog,Miradar,normal,Normal,none,none,5,505,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.","Il attaque en crachant les graines des Baies qu’il accumule dans ses bajoues. S’il voit un ennemi, il dresse la queue.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,False,27.0,False,False,1.1,N/A,2,brown,True,False,False,False,70,255
lillipup,Ponchiot,normal,Normal,none,none,5,506,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees.","Il fait vaillamment face à des ennemis très puissants, mais il est intelligent et évite les combats trop inégaux.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,False,4.1,False,False,0.4,N/A,1,brown,False,False,False,False,70,255
herdier,Ponchien,normal,Normal,none,none,5,507,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",Les poils qui entourent son corps comme un manteau sont extrêmement durs et amortissent les coups.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,False,14.7,False,False,0.9,N/A,2,gray,False,False,False,False,70,120
stoutland,Mastouffe,normal,Normal,none,none,5,508,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.,Il sauve les gens bloqués dans les montagnes par des tempêtes de neige. Ses longs poils le protègent du froid.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,False,61.0,False,False,1.2,N/A,3,gray,True,False,False,False,70,45
purrloin,Chacripan,dark,Ténèbres,none,none,5,509,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.","Il vole les gens pour le plaisir, mais il est tellement mignon que ses victimes finissent toujours par lui pardonner.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,False,10.1,False,False,0.4,N/A,1,purple,False,False,False,False,70,255
liepard,Léopardus,dark,Ténèbres,none,none,5,510,These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.,Un Pokémon insaisissable. Son style et son pelage magnifique attirent de nombreux Dresseurs.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,False,37.5,False,False,1.1,N/A,2,purple,True,False,False,False,70,90
pansage,Feuillajou,grass,Plante,none,none,5,511,This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.,Il vit dans les forêts profondes. Manger la feuille qui pousse sur sa tête fait disparaître la fatigue.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,False,10.5,False,False,0.6,N/A,1,green,False,False,False,False,70,190
simisage,Feuiloutan,grass,Plante,none,none,5,512,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",Il a un tempérament violent et se bat avec sa queue pleine d’épines. La feuille sur sa tête est très amère.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,False,30.5,False,False,1.1,N/A,2,green,True,False,False,False,70,75
pansear,Flamajou,fire,Feu,none,none,5,513,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries.","Quand il s’énerve, la mèche sur sa tête chauffe à 300 °C. Il s’en sert pour griller des Baies et les manger.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,False,11.0,False,False,0.6,N/A,1,red,False,False,False,False,70,190
simisear,Flamoutan,fire,Feu,none,none,5,514,It loves sweets because they become energy for the fire burning inside its body.,Il adore les aliments sucrés. Ils lui servent d’énergie pour alimenter le feu à l’intérieur de son corps.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,False,28.0,False,False,1.0,N/A,2,red,True,False,False,False,70,75
panpour,Flotajou,water,Eau,none,none,5,515,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,L’eau contenue dans la mèche sur sa tête est pleine de nutriments. Elle fait pousser les plantes avec vigueur.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,False,13.5,False,False,0.6,N/A,1,blue,False,False,False,False,70,190
simipour,Flotoutan,water,Eau,none,none,5,516,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail.","Il stocke de l’eau dans les mèches de sa tête. Quand il est à sec, il se ravitaille en aspirant de l’eau par la queue.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,False,29.0,False,False,1.0,N/A,2,blue,True,False,False,False,70,75
